Wake-up Time (Hour),Exercise,Meditation,Breakfast,Screen Time Before Work (min),Productivity Score
9.39,No,Yes,Yes,62.4,5.9
4.7,No,No,Yes,64.7,7.5
4.76,Yes,No,No,104.0,6.7
6.37,No,Yes,No,3.6,8.6
8.24,No,No,Yes,34.7,5.9
4.77,No,Yes,Yes,110.1,6.9
7.91,Yes,No,No,119.9,5.3
8.57,No,No,No,89.3,3.0
9.13,Yes,Yes,No,106.1,5.1
8.67,Yes,No,Yes,51.8,5.7
5.57,Yes,No,No,118.2,7.1
8.65,Yes,Yes,Yes,117.8,6.3
6.33,Yes,Yes,Yes,72.9,9.1
6.59,Yes,No,Yes,87.4,7.6
8.52,Yes,Yes,No,100.9,4.9
8.49,No,Yes,No,15.0,7.2
5.34,Yes,No,Yes,95.5,7.5
7.33,No,Yes,No,43.2,6.4
5.22,No,No,No,86.3,5.9
6.91,Yes,No,No,67.2,7.2
9.15,No,No,No,25.0,5.1
4.95,Yes,No,No,118.6,6.5
5.57,Yes,Yes,No,65.8,8.9
8.17,No,No,Yes,41.8,5.8
4.67,Yes,No,Yes,39.0,9.1
8.53,No,No,Yes,28.8,5.2
5.67,Yes,Yes,No,114.1,8.0
5.91,No,Yes,Yes,24.1,9.5
5.56,No,Yes,No,68.6,7.7
7.44,Yes,Yes,Yes,32.7,8.7
6.0,Yes,Yes,Yes,9.9,10.0
6.15,Yes,No,Yes,34.5,8.4
8.49,Yes,No,No,119.1,5.0
5.79,No,Yes,Yes,49.5,8.5
7.35,No,Yes,Yes,79.2,6.4
4.75,No,No,No,57.6,6.7
6.28,Yes,No,No,28.2,8.7
8.94,Yes,No,No,47.5,5.0
7.86,No,Yes,Yes,39.6,7.0
7.27,No,No,Yes,19.4,7.1
8.16,Yes,No,Yes,5.6,7.6
5.65,Yes,Yes,No,34.4,9.3
7.44,Yes,Yes,Yes,115.3,7.0
6.8,Yes,No,Yes,59.5,8.1
9.42,No,No,Yes,65.2,4.2
5.02,Yes,Yes,No,20.7,9.7
8.19,Yes,No,No,93.9,5.6
5.43,No,No,Yes,65.8,6.8
4.96,No,Yes,No,80.0,7.8
9.08,Yes,Yes,No,53.1,6.9
6.11,No,Yes,Yes,110.6,6.8
6.63,No,Yes,Yes,45.8,8.1
5.38,Yes,Yes,No,55.6,8.7
7.47,Yes,Yes,Yes,113.6,6.6
4.71,Yes,Yes,No,99.4,7.7
8.7,No,No,Yes,117.5,3.6
8.62,No,Yes,Yes,74.5,5.5
4.68,Yes,Yes,No,7.4,10.0
8.41,No,No,No,69.3,5.4
6.6,No,No,Yes,34.5,7.0
5.16,Yes,No,No,4.4,8.7
5.89,Yes,No,Yes,45.8,9.1
5.49,No,No,No,91.1,5.7
9.44,No,Yes,No,34.2,5.4
9.25,No,No,No,99.2,3.1
6.61,Yes,No,Yes,0.5,8.9
6.76,No,Yes,Yes,16.7,8.8
6.36,No,Yes,No,27.9,7.5
6.2,Yes,Yes,Yes,63.3,9.1
9.17,Yes,Yes,Yes,99.3,5.9
9.37,Yes,No,Yes,29.1,6.9
9.42,No,No,No,11.2,5.0
6.89,Yes,No,Yes,80.6,8.1
8.69,No,No,No,6.6,5.1
6.54,Yes,Yes,Yes,119.7,7.6
7.57,No,Yes,Yes,24.8,7.9
4.6,No,Yes,No,60.6,7.6
5.42,No,No,Yes,56.5,7.7
7.31,Yes,No,No,61.0,6.7
6.24,No,Yes,Yes,30.2,8.2
6.79,Yes,Yes,No,82.6,8.0
6.57,No,Yes,No,1.3,8.2
5.07,No,No,Yes,5.8,8.1
5.38,No,No,Yes,41.7,7.8
4.77,No,Yes,No,103.2,6.9
4.56,Yes,Yes,Yes,43.9,9.4
7.18,Yes,Yes,Yes,18.4,8.5
6.17,Yes,No,No,66.2,7.5
6.63,Yes,No,No,7.1,8.4
8.22,No,Yes,Yes,109.3,6.0
7.52,Yes,Yes,Yes,54.4,8.0
7.63,No,No,Yes,44.9,5.8
8.53,No,Yes,No,41.1,6.1
8.65,No,Yes,No,15.4,6.1
5.71,Yes,No,No,11.2,8.5
4.63,Yes,No,No,118.5,7.2
5.47,No,No,Yes,3.3,8.4
8.21,Yes,Yes,No,115.5,6.4
5.28,Yes,Yes,No,29.7,10.0
6.04,Yes,Yes,No,105.2,7.4
5.88,No,No,No,92.2,5.8
6.58,Yes,No,No,85.2,7.2
8.83,Yes,No,Yes,24.3,6.4
6.55,Yes,Yes,Yes,60.2,8.7
4.51,No,Yes,No,82.2,7.8
8.1,Yes,Yes,Yes,39.9,8.9
6.18,No,No,No,5.8,7.6
6.25,No,Yes,Yes,40.7,8.1
5.09,No,No,No,48.5,7.3
5.15,No,No,Yes,66.5,6.7
4.75,Yes,Yes,No,45.4,9.2
6.96,No,Yes,Yes,101.0,6.5
6.57,Yes,Yes,Yes,78.7,8.7
8.71,No,Yes,No,30.6,5.5
9.31,No,No,No,83.1,3.5
4.6,Yes,No,No,66.8,7.5
7.0,No,No,No,41.0,6.2
8.13,Yes,Yes,No,87.9,6.8
5.93,Yes,No,Yes,55.0,8.8
6.95,No,No,No,39.0,6.7
6.13,No,No,Yes,34.4,7.2
6.91,No,Yes,Yes,52.0,8.2
4.79,Yes,Yes,Yes,97.4,8.6
9.38,No,Yes,No,2.1,6.5
7.37,Yes,No,No,1.2,7.4
4.89,No,No,Yes,83.5,7.0
8.95,No,No,No,0.4,5.2
4.56,No,No,Yes,43.8,7.6
7.15,Yes,Yes,Yes,42.7,8.5
8.5,Yes,Yes,Yes,20.9,7.8
6.63,No,No,Yes,8.7,8.3
8.04,Yes,No,Yes,86.7,6.5
9.47,No,No,Yes,71.4,4.0
9.32,Yes,No,No,64.5,5.0
4.85,No,No,Yes,63.3,7.5
7.19,No,No,No,44.8,5.9
9.14,Yes,No,Yes,41.7,6.7
5.39,No,Yes,No,35.8,7.8
5.86,Yes,Yes,Yes,65.4,9.2
4.95,No,No,No,91.7,6.2
8.62,Yes,Yes,Yes,43.2,7.0
6.55,No,No,Yes,117.2,5.9
4.58,Yes,Yes,No,104.4,7.9
4.8,No,Yes,Yes,15.1,9.3
5.82,Yes,Yes,Yes,63.2,9.3
8.76,No,Yes,Yes,118.0,4.2
6.79,Yes,No,No,55.1,7.6
7.25,Yes,No,No,73.1,6.1
5.73,Yes,Yes,No,24.8,9.0
7.73,Yes,Yes,No,112.9,6.3
7.21,No,No,No,104.0,4.0
6.84,Yes,Yes,Yes,59.9,9.5
4.94,Yes,Yes,No,39.2,9.9
7.45,Yes,No,No,34.7,7.3
8.42,Yes,No,No,113.4,5.4
5.5,No,Yes,No,38.1,8.3
9.07,No,No,No,3.6,5.5
5.71,No,No,No,58.4,7.0
7.03,Yes,Yes,No,27.7,8.8
8.73,Yes,Yes,Yes,105.2,6.3
6.19,Yes,Yes,No,107.6,7.2
4.61,Yes,Yes,Yes,83.4,8.5
8.69,No,Yes,No,56.5,5.5
6.12,Yes,No,No,1.3,9.1
6.91,Yes,No,No,68.4,7.1
8.17,Yes,No,Yes,35.7,7.2
5.27,No,Yes,Yes,43.4,8.8
6.03,No,Yes,No,78.4,6.5
8.07,Yes,No,Yes,74.9,6.7
4.53,No,Yes,Yes,21.2,9.1
5.52,No,No,No,60.7,6.7
7.67,Yes,Yes,Yes,8.7,9.0
8.05,Yes,No,Yes,41.4,7.8
6.63,No,No,Yes,22.1,7.1
8.51,No,Yes,No,23.3,5.2
4.59,Yes,No,Yes,27.7,9.6
8.35,No,No,No,99.2,4.1
9.4,Yes,No,Yes,27.9,6.1
7.15,Yes,Yes,No,14.9,8.6
8.17,Yes,No,No,108.2,5.7
9.46,Yes,Yes,No,63.6,5.8
5.34,Yes,Yes,No,71.0,8.3
6.41,Yes,Yes,No,45.4,8.7
5.86,Yes,Yes,Yes,15.8,9.8
6.12,Yes,No,No,17.5,8.2
7.58,Yes,Yes,Yes,77.3,7.7
5.81,No,Yes,No,2.5,9.1
6.88,Yes,No,Yes,105.1,6.9
8.07,No,No,No,115.5,4.3
9.04,No,Yes,No,13.5,5.5
8.01,No,No,No,46.8,5.5
5.81,Yes,Yes,Yes,88.3,8.6
6.2,No,No,No,33.6,6.8
8.26,No,No,Yes,95.2,4.7
5.38,Yes,Yes,No,43.6,8.7
6.47,No,Yes,Yes,70.5,7.3
8.59,Yes,No,Yes,4.0,7.1
5.96,No,Yes,Yes,82.0,7.5
7.06,No,No,No,2.3,6.2
5.18,Yes,Yes,No,74.9,8.2
5.72,No,Yes,Yes,27.0,9.5
6.95,Yes,No,No,72.0,7.4
6.01,No,No,Yes,114.1,6.0
5.6,Yes,No,No,84.4,7.7
8.65,No,Yes,Yes,80.9,5.5
5.82,Yes,No,Yes,81.5,8.5
9.49,No,No,Yes,66.9,4.4
7.5,Yes,Yes,No,79.0,7.1
6.35,Yes,No,No,4.7,9.1
9.11,No,No,No,62.1,4.3
8.06,No,Yes,Yes,27.5,7.5
5.91,Yes,Yes,Yes,65.9,9.7
8.74,No,Yes,No,90.3,5.0
5.56,Yes,Yes,Yes,115.4,8.8
5.57,No,No,No,102.9,6.3
8.77,Yes,Yes,Yes,98.3,6.1
5.09,Yes,No,No,106.6,6.9
5.03,No,No,No,22.2,7.6
7.67,No,No,Yes,32.4,5.9
7.25,Yes,No,Yes,100.9,6.2
6.43,No,Yes,Yes,113.2,6.0
5.12,Yes,Yes,Yes,93.9,9.4
4.79,Yes,Yes,No,25.7,9.9
7.76,Yes,Yes,Yes,21.4,9.0
6.79,Yes,Yes,No,98.7,7.1
4.91,No,Yes,No,60.9,8.2
8.25,Yes,No,No,70.0,6.9
8.06,No,No,Yes,6.8,6.7
6.18,No,Yes,Yes,119.7,6.8
8.57,Yes,Yes,No,78.4,5.8
8.2,Yes,Yes,No,64.3,6.8
7.4,No,No,Yes,65.5,6.1
9.29,Yes,Yes,No,69.1,6.7
6.69,No,Yes,No,46.7,7.9
8.67,Yes,No,Yes,21.3,6.6
6.57,Yes,No,Yes,25.7,8.4
6.22,No,No,No,111.5,5.4
6.51,No,No,Yes,111.4,6.1
4.76,Yes,No,No,15.4,9.3
8.72,Yes,No,Yes,5.7,7.2
5.88,No,No,No,86.7,6.1
5.87,Yes,Yes,No,47.1,10.0
9.09,No,Yes,No,21.4,5.7
8.69,Yes,No,Yes,65.0,5.5
6.67,Yes,No,Yes,88.0,7.8
6.48,No,No,Yes,89.2,6.4
4.82,Yes,Yes,Yes,45.1,10.0
5.41,No,Yes,No,11.6,8.4
6.35,Yes,No,No,21.2,8.5
5.75,No,No,No,67.4,6.3
6.96,Yes,No,Yes,33.2,8.8
6.79,No,Yes,No,47.2,7.4
7.68,No,No,Yes,36.6,6.2
5.69,Yes,Yes,Yes,63.3,9.4
6.5,Yes,Yes,Yes,8.9,10.0
6.36,Yes,Yes,No,32.5,9.4
7.67,Yes,No,Yes,63.2,7.1
9.37,No,No,No,63.2,3.8
6.73,No,Yes,No,58.8,6.8
6.66,No,Yes,Yes,107.6,6.5
8.29,No,No,Yes,9.9,7.1
8.1,Yes,No,No,66.0,5.8
5.66,Yes,No,Yes,91.4,8.3
7.14,Yes,No,No,114.1,5.7
4.69,No,No,No,34.5,7.1
6.24,Yes,No,Yes,46.7,8.7
7.96,Yes,No,No,51.2,6.2
6.77,Yes,Yes,No,24.6,8.9
4.71,Yes,Yes,No,0.7,10.0
7.07,No,No,No,87.2,4.9
9.18,Yes,Yes,Yes,29.3,7.3
6.37,No,No,No,52.3,6.7
4.57,No,Yes,Yes,71.8,7.8
5.08,No,Yes,Yes,120.0,7.3
6.49,No,Yes,No,102.5,6.8
6.49,No,No,Yes,70.0,6.1
5.29,Yes,No,No,94.0,6.6
7.04,No,No,No,20.5,5.9
6.49,Yes,Yes,Yes,62.7,8.7
4.91,No,Yes,No,104.1,6.9
7.35,No,No,No,23.9,5.5
8.78,Yes,Yes,Yes,59.7,6.4
8.33,Yes,No,No,49.1,7.0
7.23,No,Yes,Yes,7.4,8.2
6.81,Yes,No,Yes,52.7,8.2
8.91,Yes,Yes,Yes,78.7,6.4
6.51,No,Yes,No,52.3,7.0
7.44,Yes,Yes,Yes,10.6,9.2
7.03,Yes,No,No,98.8,5.3
8.2,Yes,Yes,No,83.8,7.7
8.81,Yes,No,Yes,35.2,6.5
7.76,Yes,Yes,Yes,47.5,8.0
9.22,Yes,No,Yes,76.0,5.5
7.43,No,Yes,No,90.0,5.6
7.41,Yes,Yes,Yes,7.6,9.2
8.9,No,Yes,Yes,89.4,4.8
6.5,No,Yes,No,64.1,7.0
5.52,Yes,No,Yes,84.9,8.5
5.21,Yes,Yes,Yes,13.6,10.0
5.48,Yes,Yes,Yes,58.0,9.4
8.41,Yes,No,No,102.6,5.8
6.46,No,No,No,58.5,6.0
7.63,Yes,No,Yes,12.1,8.5
8.27,No,No,Yes,107.4,4.7
5.21,No,Yes,Yes,34.6,8.6
7.75,No,Yes,No,50.9,6.3
4.93,Yes,Yes,No,51.8,9.2
7.89,No,Yes,Yes,98.7,6.3
6.19,No,No,No,116.4,4.6
7.67,No,Yes,No,94.8,5.1
4.62,No,No,No,8.9,7.9
8.7,No,No,Yes,7.6,5.3
4.53,Yes,Yes,Yes,33.9,10.0
5.39,Yes,Yes,Yes,14.0,9.8
8.46,No,No,Yes,57.3,5.8
6.37,Yes,Yes,Yes,25.3,9.0
8.75,No,No,Yes,26.0,5.1
7.36,Yes,No,No,61.4,6.2
7.12,No,No,Yes,92.1,5.0
9.36,No,No,No,69.4,4.0
6.8,No,Yes,No,102.9,6.8
6.04,Yes,Yes,No,103.9,7.3
5.89,No,No,Yes,101.6,6.2
8.06,Yes,No,No,119.1,5.0
5.33,No,No,No,18.5,7.7
5.46,No,No,No,57.9,7.3
6.17,No,Yes,Yes,104.8,6.5
6.18,No,No,Yes,15.3,7.9
7.05,Yes,No,No,73.7,6.3
5.32,Yes,No,No,78.3,7.3
7.55,Yes,Yes,Yes,102.6,7.7
7.03,No,Yes,Yes,62.1,7.2
7.51,Yes,No,No,113.3,5.7
5.61,Yes,Yes,Yes,63.2,9.5
9.43,No,No,Yes,9.7,5.1
8.71,No,No,No,98.3,3.5
8.75,Yes,No,No,16.5,6.5
7.62,No,Yes,No,110.4,5.5
7.64,No,Yes,No,43.2,6.6
8.59,Yes,Yes,No,65.4,5.4
7.79,No,No,No,67.8,5.1
7.22,No,No,Yes,33.1,6.6
6.14,No,Yes,Yes,77.3,6.9
5.78,Yes,No,Yes,115.8,6.8
5.96,No,No,No,105.4,5.6
6.59,No,No,Yes,37.2,7.7
9.5,No,Yes,Yes,57.9,5.4
6.37,No,No,No,81.5,5.6
5.62,Yes,Yes,No,110.7,7.9
5.72,No,No,No,54.0,6.5
4.84,Yes,Yes,Yes,55.3,10.0
6.54,No,Yes,Yes,72.3,7.7
8.53,Yes,Yes,No,62.7,5.9
9.47,No,Yes,No,58.9,4.7
5.7,No,Yes,Yes,85.4,7.6
5.99,Yes,No,Yes,24.1,9.5
8.27,No,No,No,111.3,4.1
8.85,Yes,No,No,30.7,5.6
8.35,No,Yes,Yes,59.7,7.1
8.2,Yes,Yes,No,116.0,6.4
6.77,Yes,Yes,Yes,50.4,9.3
7.54,No,No,Yes,24.5,6.2
6.2,No,No,Yes,55.8,6.4
8.94,No,No,Yes,108.4,3.7
6.08,Yes,Yes,Yes,46.2,9.4
9.03,Yes,Yes,No,49.3,6.6
8.3,Yes,No,Yes,90.6,6.9
8.24,No,No,No,76.4,4.6
7.85,No,No,Yes,33.2,6.2
8.05,No,No,Yes,81.0,5.2
5.41,Yes,No,No,58.1,7.7
6.13,Yes,No,Yes,84.7,7.4
9.0,Yes,Yes,No,84.8,6.1
5.36,Yes,Yes,No,79.7,8.6
7.07,No,No,Yes,37.8,6.5
9.42,No,Yes,No,4.1,6.4
7.28,No,Yes,Yes,105.9,5.8
5.31,No,Yes,No,46.8,7.9
8.06,No,No,Yes,29.7,6.3
4.93,No,No,Yes,54.6,7.5
7.32,Yes,Yes,Yes,48.8,8.3
8.41,No,No,No,58.0,5.2
7.69,Yes,Yes,Yes,66.9,8.2
6.08,No,No,Yes,50.2,6.6
8.78,Yes,Yes,No,77.3,6.2
6.71,Yes,Yes,Yes,118.8,7.8
8.29,No,No,No,7.1,6.7
8.38,No,Yes,Yes,111.6,5.6
5.6,Yes,Yes,Yes,47.9,9.2
6.02,Yes,Yes,Yes,8.5,10.0
6.78,Yes,Yes,No,29.3,9.2
4.66,No,Yes,Yes,118.7,6.8
8.7,No,Yes,Yes,105.9,5.0
4.65,Yes,Yes,Yes,113.4,8.1
4.7,Yes,No,No,111.5,7.1
6.15,No,No,Yes,88.9,5.9
7.42,No,No,Yes,95.9,5.1
6.03,No,No,Yes,28.0,7.1
8.69,No,Yes,No,73.3,4.5
6.67,Yes,Yes,Yes,74.4,8.2
7.73,Yes,Yes,Yes,72.8,7.1
5.3,Yes,No,No,68.2,7.6
7.57,No,No,No,105.5,4.0
5.43,No,Yes,Yes,20.8,9.2
7.86,No,Yes,Yes,25.3,7.3
5.21,Yes,No,No,97.6,7.3
4.71,No,Yes,No,96.8,6.9
6.53,No,No,Yes,80.8,6.0
8.95,Yes,Yes,Yes,57.9,6.9
6.85,Yes,No,Yes,43.6,8.8
8.77,No,No,No,14.5,5.3
5.5,Yes,Yes,No,1.5,10.0
8.21,Yes,Yes,No,10.2,8.4
7.21,Yes,Yes,No,81.5,7.4
9.09,No,No,Yes,65.0,4.3
6.51,Yes,No,Yes,90.6,7.7
8.22,No,No,Yes,110.5,5.0
8.78,No,No,No,68.8,4.0
9.34,Yes,Yes,Yes,104.4,5.9
7.24,Yes,Yes,No,6.6,8.6
8.96,No,Yes,No,20.9,6.1
7.43,No,No,Yes,70.6,5.6
5.59,No,No,No,29.2,7.8
8.12,Yes,Yes,No,10.9,8.2
5.76,No,No,No,24.3,7.2
7.57,Yes,No,No,108.7,5.0
5.12,Yes,No,No,112.0,6.9
8.95,Yes,Yes,No,60.9,6.4
6.45,Yes,Yes,No,69.8,9.0
7.0,Yes,Yes,No,105.8,7.2
7.81,No,Yes,No,33.1,6.8
6.49,No,No,Yes,89.6,6.1
8.07,No,Yes,No,102.6,5.2
9.22,No,No,No,97.5,3.7
8.8,No,No,No,37.2,4.2
5.55,Yes,Yes,No,26.0,9.7
5.01,Yes,No,Yes,91.5,7.3
5.45,Yes,Yes,No,78.9,8.7
4.5,Yes,Yes,Yes,33.4,9.7
7.66,Yes,No,Yes,5.6,8.4
5.62,Yes,No,Yes,91.2,7.8
5.52,No,Yes,Yes,29.3,8.8
6.98,Yes,Yes,No,97.4,8.1
5.54,No,Yes,No,59.9,7.6
8.15,Yes,Yes,No,4.0,8.6
8.87,Yes,No,No,9.8,6.5
9.19,Yes,Yes,Yes,41.9,6.8
4.64,Yes,No,Yes,79.0,7.5
9.38,No,Yes,Yes,29.0,6.3
5.22,No,No,Yes,42.9,7.8
7.7,No,Yes,No,101.0,5.8
7.91,Yes,No,Yes,67.5,6.7
7.47,Yes,No,Yes,91.1,6.5
7.46,Yes,No,Yes,92.7,5.9
8.87,No,Yes,No,115.8,4.3
6.11,No,No,Yes,8.0,7.9
8.84,Yes,No,Yes,74.1,4.8
8.12,Yes,Yes,No,101.4,7.0
6.8,No,Yes,Yes,16.3,8.8
6.22,No,No,Yes,11.7,7.7
8.35,Yes,Yes,Yes,86.1,7.4
8.18,No,No,No,10.3,6.0
8.89,Yes,Yes,Yes,35.2,6.9
4.83,Yes,No,No,59.6,8.5
4.7,No,Yes,Yes,36.0,8.2
5.04,No,No,No,109.0,5.5
6.46,No,No,No,58.3,6.5
8.49,No,Yes,Yes,115.6,5.3
6.06,Yes,Yes,Yes,53.4,9.5
5.52,Yes,No,No,85.2,8.0
7.05,Yes,No,Yes,39.4,7.4
5.24,No,No,No,100.2,5.8
7.35,Yes,Yes,No,110.2,6.4
8.81,No,Yes,No,41.0,5.4
5.34,Yes,No,Yes,56.5,8.2
8.67,Yes,No,No,51.7,5.0
4.95,Yes,Yes,No,115.2,8.2
8.54,No,Yes,No,100.1,4.2
9.28,No,Yes,Yes,33.6,6.3
6.76,Yes,No,No,58.8,7.5
5.24,No,No,No,95.4,6.2
9.37,Yes,Yes,No,29.5,6.7
5.53,Yes,No,No,55.3,7.7
8.29,No,Yes,Yes,112.8,5.8
6.59,No,No,No,79.7,6.1
5.97,Yes,No,No,94.5,7.6
6.19,Yes,Yes,Yes,26.9,9.7
9.26,Yes,Yes,No,77.7,5.8
5.95,Yes,Yes,No,3.4,9.8
6.34,No,No,No,69.2,5.8
7.68,Yes,Yes,No,16.0,8.9
7.24,No,No,Yes,85.2,5.0
5.37,Yes,Yes,No,113.7,8.3
6.18,Yes,No,No,12.0,8.6
8.37,No,Yes,Yes,114.6,5.8
6.67,Yes,No,Yes,94.1,7.1
4.89,Yes,No,No,67.3,8.1
7.27,Yes,No,Yes,63.5,7.2
7.88,No,Yes,Yes,5.6,7.6
8.4,Yes,No,No,105.2,5.8
6.91,Yes,No,Yes,68.6,7.8
9.04,Yes,No,No,113.7,4.2
5.08,No,Yes,No,39.1,7.9
7.38,Yes,No,Yes,82.2,6.6
8.35,No,No,No,38.3,5.7
5.85,Yes,No,Yes,72.4,7.9
6.04,Yes,No,Yes,33.5,8.8
7.76,Yes,No,Yes,112.2,6.2
7.2,No,Yes,Yes,102.7,5.5
5.47,No,Yes,Yes,78.4,8.0
5.75,Yes,Yes,No,30.7,10.0
9.04,Yes,Yes,Yes,12.2,7.9
6.25,No,No,No,103.5,5.0
7.7,Yes,Yes,No,32.8,8.5
6.93,Yes,No,Yes,117.1,7.0
8.09,Yes,Yes,Yes,101.7,7.5
9.43,No,Yes,No,27.4,5.7
5.36,Yes,No,Yes,81.5,7.5
8.35,Yes,No,No,6.2,7.3
5.16,No,No,Yes,109.6,6.3
8.88,Yes,Yes,No,81.8,5.7
5.3,No,No,No,70.6,6.4
5.06,Yes,No,No,28.6,8.7
9.17,No,Yes,Yes,10.9,6.5
5.07,Yes,No,Yes,82.5,8.0
7.78,No,No,Yes,34.5,6.1
5.31,Yes,No,Yes,62.8,8.1
5.12,Yes,No,Yes,2.8,9.3
6.93,Yes,Yes,No,28.9,9.4
5.54,No,No,No,49.9,7.1
6.06,No,No,No,40.3,7.0
8.69,No,Yes,No,64.0,5.4
4.78,Yes,Yes,No,67.1,9.3
6.0,Yes,Yes,Yes,7.9,10.0
4.56,No,No,No,80.8,5.8
8.37,Yes,Yes,No,84.4,7.2
4.79,No,Yes,Yes,99.9,7.3
6.93,Yes,Yes,Yes,93.3,8.2
6.56,Yes,Yes,No,35.9,9.2
7.12,Yes,Yes,Yes,24.7,8.7
7.85,Yes,No,Yes,48.6,7.5
7.38,Yes,Yes,Yes,80.0,7.4
6.33,Yes,Yes,Yes,111.5,7.5
6.12,Yes,No,No,61.3,7.7
8.34,Yes,No,Yes,92.7,6.2
8.1,Yes,Yes,Yes,14.9,9.5
8.47,No,No,Yes,44.9,5.7
9.1,Yes,No,No,41.4,6.0
9.09,No,No,Yes,31.5,4.7
4.51,Yes,Yes,No,52.6,8.9
6.28,Yes,Yes,No,31.6,9.7
8.8,Yes,No,No,52.2,5.9
8.58,Yes,No,Yes,95.7,5.1
8.97,No,Yes,Yes,96.5,4.6
5.24,Yes,Yes,Yes,66.3,8.8
4.67,Yes,Yes,No,94.0,8.0
8.3,Yes,Yes,Yes,98.8,7.3
9.43,Yes,Yes,No,33.6,6.6
8.42,Yes,Yes,No,94.5,6.4
5.26,Yes,No,No,97.1,6.7
9.28,No,No,Yes,66.8,4.4
7.02,Yes,Yes,No,80.5,7.6
5.4,Yes,No,No,46.1,8.5
5.85,Yes,No,Yes,117.0,6.7
5.65,Yes,Yes,Yes,90.5,9.3
5.3,No,No,Yes,48.1,7.2
6.54,No,No,Yes,63.9,7.0
4.68,Yes,Yes,Yes,118.4,8.5
7.25,No,Yes,Yes,2.2,8.0
5.93,No,No,Yes,55.4,7.1
8.0,Yes,No,Yes,73.7,6.5
8.89,Yes,Yes,Yes,81.9,6.1
4.8,Yes,No,No,51.5,8.4
8.88,Yes,Yes,Yes,11.6,7.8
5.96,Yes,No,Yes,85.5,7.9
5.73,No,Yes,Yes,33.8,8.7
5.22,Yes,Yes,Yes,32.2,10.0
4.57,Yes,Yes,No,116.8,8.4
8.85,No,No,Yes,44.0,4.5
5.76,No,No,No,25.0,7.7
7.24,Yes,No,Yes,102.0,6.4
6.12,Yes,Yes,Yes,72.3,9.2
5.88,No,No,Yes,46.2,7.2
8.24,No,No,No,32.5,5.7
8.52,No,No,No,40.8,4.2
7.76,No,No,No,117.0,3.6
8.67,Yes,No,No,14.6,6.1
8.09,Yes,No,Yes,111.2,6.0
6.11,Yes,Yes,No,108.2,7.1
9.29,Yes,Yes,Yes,0.5,8.3
9.47,Yes,No,Yes,20.8,6.9
4.66,No,No,No,88.0,6.1
7.94,No,Yes,No,63.0,6.4
7.66,Yes,No,No,79.7,6.3
8.38,Yes,No,Yes,94.6,6.3
8.23,Yes,Yes,Yes,113.6,6.7
5.38,Yes,No,Yes,53.6,8.6
5.97,Yes,No,Yes,33.3,9.0
5.72,Yes,No,No,112.2,6.9
6.55,No,Yes,No,115.5,6.1
8.32,No,Yes,Yes,20.6,7.3
7.25,No,Yes,No,34.4,6.9
9.37,Yes,Yes,No,72.2,5.6
6.29,No,Yes,No,57.2,7.7
8.73,No,No,Yes,34.8,4.9
5.25,No,Yes,Yes,102.9,7.0
6.02,No,No,Yes,18.3,8.1
6.12,No,Yes,No,59.6,7.2
9.49,No,No,No,34.5,4.4
6.36,No,Yes,Yes,20.3,8.6
7.4,No,Yes,Yes,79.4,6.3
7.16,Yes,No,No,9.9,7.3
6.23,Yes,No,No,52.5,7.4
7.81,No,Yes,No,98.2,5.1
5.88,No,No,No,51.8,7.0
5.44,No,Yes,Yes,16.1,9.4
6.8,Yes,Yes,Yes,60.2,8.6
8.13,Yes,Yes,No,66.7,7.6
6.1,No,No,Yes,47.5,7.4
7.38,No,No,Yes,62.9,5.2
7.85,Yes,Yes,No,82.3,6.8
6.36,No,No,No,99.2,5.9
6.57,Yes,No,No,66.5,6.6
4.87,Yes,Yes,Yes,86.3,8.8
8.75,No,No,No,104.4,3.5
7.22,Yes,Yes,Yes,94.6,7.1
9.31,No,No,Yes,92.7,3.6
5.9,No,Yes,Yes,30.5,9.2
6.67,No,Yes,No,43.7,7.9
9.29,Yes,No,Yes,38.8,6.8
7.0,Yes,Yes,Yes,56.2,8.7
7.99,Yes,Yes,No,116.0,6.2
6.95,Yes,No,No,18.3,8.2
5.81,Yes,Yes,Yes,42.5,9.9
7.26,No,Yes,No,11.6,6.7
4.82,No,No,Yes,29.6,7.6
8.12,No,No,No,83.5,4.5
5.33,No,No,Yes,17.4,8.0
5.97,Yes,No,Yes,3.4,10.0
7.19,No,No,No,7.7,6.4
6.92,No,Yes,No,108.8,6.4
4.69,Yes,Yes,No,86.6,8.6
8.02,No,No,Yes,111.0,4.7
7.53,Yes,No,No,62.1,6.5
4.69,Yes,No,Yes,22.3,9.0
6.67,Yes,Yes,No,88.8,7.5
7.08,Yes,No,Yes,75.2,6.4
8.05,No,No,Yes,78.5,5.8
7.67,Yes,No,Yes,86.4,6.2
7.98,Yes,Yes,Yes,38.2,8.7
5.8,Yes,Yes,Yes,78.1,8.7
5.64,No,Yes,Yes,0.1,9.3
5.67,No,Yes,No,27.6,8.4
8.11,No,Yes,Yes,28.5,7.7
8.28,No,No,Yes,52.7,6.3
6.37,Yes,No,Yes,72.1,8.3
5.17,No,Yes,Yes,16.3,9.6
4.61,No,Yes,Yes,33.2,8.5
4.62,Yes,No,No,99.1,6.9
4.78,No,Yes,Yes,95.8,7.8
8.18,No,Yes,No,112.8,5.5
5.42,Yes,Yes,No,54.2,8.7
